Empresa;Cotação;Divida_Liquida;Custos;Lucro_Liquido;Lucro_Bruto;Margem_Bruta;Margem_Liquida;Divida_Bruta;Divida_Liquida.1;Roic;ROE;Receita_Liquida;EBITA;EBIT;Impostos;Margem_EBITA;Dy;P/VP;P/L;VPA;LPA
POMIFRUTAS;2.67;63490000.0;-11220000.0;-7260000.0;1530000.0;20.66;-97.72;63770000.0;63490000.0;53.26;-2.57;7430000.0;-4560000.0;-1730000.0;213000000.0;-23.34;0.0;-0.08;-0.76;-35.41;-3.53
TRONOX PIGMENTOS DO BRASIL;37.77;-96680000.0;-730670000.0;134180000.0;134100000.0;15.51;15.52;9270000.0;-96680000.0;12.74;4.12;864770000.0;99890000.0;125410000.0;-9110000.0;14.5;13.91;1.56;8.17;24.23;4.62
RANDON;9.55;3230000000.0;-8490000000.0;711820000.0;2850000000.0;25.11;6.28;5280000000.0;3230000000.0;13.84;6.3;11340000000.0;1360000000.0;1630000000.0;-226470000.0;14.36;5.52;1.07;6.61;8.91;1.45
RNI NEGÓCIOS IMOBILIÁRIOS;4.66;700550000.0;-468100000.0;6840000.0;153400000.0;24.68;1.1;736890000.0;700550000.0;2.51;0.27;621510000.0;53800000.0;53170000.0;-19700000.0;8.56;3.16;0.33;-58.63;14.21;-0.08
ALUPAR INVESTIMENTO S/A;9.4;9090000000.0;-730680000.0;1280000000.0;2440000000.0;76.94;40.47;11690000000.0;9090000000.0;11.29;4.45;3170000000.0;2310000000.0;2450000000.0;-149550000.0;77.42;6.01;1.15;11.3;8.16;0.83
OURO FINO SAÚDE ANIMAL;20.75;141440000.0;-508030000.0;17310000.0;494470000.0;49.32;1.73;403560000.0;141440000.0;4.99;0.62;1000000000.0;138030000.0;172170000.0;-84740000.0;17.17;3.07;1.68;64.63;12.32;0.32
BR PROPERTIES;129.5;1050000000.0;0.0;-66170000.0;158450000.0;100.0;-41.76;1210000000.0;1050000000.0;-12.17;-0.52;158450000.0;-284650000.0;-65360000.0;89260000.0;-41.25;0.0;0.03;-0.91;4005.66;-142.48
BANCO BTG PACTUAL;7.97;-2070000000.0;-34120000000.0;8410000000.0;9070000000.0;21.01;19.46;0.0;-2070000000.0;21.32;4.79;43190000000.0;10000000000.0;6620000000.0;-39210000.0;15.33;3.13;1.96;10.91;4.06;0.73
JOÃO FORTES ENGENHARIA S.A.;2.25;592440000.0;-67170000.0;-28590000.0;7690000.0;10.27;-38.18;611490000.0;592440000.0;369.23;-1.06;74860000.0;-58900000.0;-57250000.0;49600000.0;-76.47;0.0;-0.07;-1.78;-30.46;-1.27
SÃO CARLOS;24.49;1600000000.0;-384560000.0;28310000.0;378080000.0;48.54;3.63;1830000000.0;1600000000.0;8.02;0.47;778900000.0;285340000.0;349920000.0;-15210000.0;44.92;0.0;0.92;48.18;26.65;0.51
NUTRIPLANT INDUSTRIA E COMERCIO S.A.;3.62;5410000.0;-130340000.0;3520000.0;25390000.0;16.3;2.26;7900000.0;5410000.0;21.98;2.85;155740000.0;10550000.0;11260000.0;-1870000.0;7.23;0.0;1.53;13.69;2.38;0.27
REFINARIA DE PETROLEOS MANGUINHOS;2.21;5250000.0;-5950000000.0;-909610000.0;-689010000.0;-13.11;-17.3;5260000.0;5250000.0;21.56;-4.98;5260000000.0;-1030000000.0;-1020000000.0;0.0;-19.37;0.0;-0.03;-0.16;-70.42;-13.44
CIA ENERGÉTICA DE BRASILIA;15.94;-624620000.0;-160600000.0;229100000.0;123390000.0;43.45;80.67;0.0;-624620000.0;16.31;5.42;284000000.0;240410000.0;244780000.0;-76730000.0;86.19;9.36;1.15;6.1;13.92;2.61
COELBA;42.06;12550000000.0;-10200000000.0;1580000000.0;4210000000.0;29.21;10.98;13180000000.0;12550000000.0;16.21;6.54;14410000000.0;3280000000.0;4110000000.000001;-117000000.0;28.49;3.87;1.75;6.97;24.05;6.04
SARAIVA;1.6;35880000.0;-38750000.0;68910000.0;35570000.0;47.86;92.73;35980000.0;35880000.0;-15.91;-4.72;74320000.0;54950000.0;89970000.0;0.0;121.07;0.0;-0.04;0.22;-39.57;7.15
WDC NETWORKINGS;4.03;-72260000.0;-789520000.0;13830000.0;219870000.0;21.78;1.37;0.0;-72260000.0;8.21;0.54;1010000000.0;67460000.0;250630000.0;14670000.0;24.83;0.0;0.41;18.85;9.95;0.21
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;29.5;7370000000.0;-2180000000.0;2420000000.0;3290000000.0;60.07;44.28;8830000000.0;7370000000.0;12.13;3.64;5470000000.0;3550000000.0;3580000000.0;-356050000.0;65.39;3.61;1.11;8.2;26.57;3.6
COSERN;25.12;2140000000.0;-2480000000.0;639000000.0;1140000000.0;31.54;17.68;2540000000.0;2140000000.0;20.0;11.12;3620000000.0;888000000.0;1090000000.0;-76000000.0;30.26;7.69;2.77;6.61;9.07;3.8
BANCO AMAZONIA;88.78;-1650000000.0;-2060000000.0;1250000000.0;1060000000.0;29.18;34.41;0.0;-1650000000.0;24.25;6.14;3630000000.0;1930000000.0;642150000.0;-602820000.0;17.69;6.0;0.91;3.98;97.45;22.28
EUCATEX;14.34;550340000.0;-1820000000.0;259690000.0;847490000.0;32.08;9.83;683610000.0;550340000.0;10.71;3.13;2640000000.0;336190000.0;480760000.0;-33970000.0;18.2;0.0;0.62;5.11;23.09;2.8
ENERGISA;15.39;22530000000.0;-19510000000.0;2020000000.0;7320000000.0;27.29;7.54;31110000000.0;22530000000.0;12.04;4.41;26830000000.0;5760000000.0;7160000000.0;-591660000.0;26.68;2.01;2.65;19.64;5.81;0.78
MINUPAR;15.56;178000000.0;-275220000.0;-1530000.0;108330000.0;28.24;-0.4;290000000.0;178000000.0;-10.56;-0.12;383560000.0;35620000.0;45380000.0;1060000.0;11.83;0.0;-0.34;-71.14;-46.13;-0.22
REDE ENERGIA;5.73;9750000000.0;-10830000000.0;1770000000.0;4300000000.0;28.44;11.67;12140000000.0;9750000000.0;18.09;11.35;15130000000.0;3280000000.0;3330000000.0;-395320000.0;21.99;11.89;3.19;9.28;1.8;0.62
WHIRLPOOL;4.3;-746860000.0;-9100000000.0;353600000.0;1720000000.0;15.89;3.27;1060000000.0;-746860000.0;17.69;3.8;10820000000.0;767690000.0;949470000.0;-157500000.0;8.78;4.73;2.71;18.37;1.59;0.23
ALPARGATAS;7.37;936860000.0;-2320000000.0;-228840000.0;1700000000.0;42.24;-5.69;1350000000.0;936860000.0;-6.09;-1.02;4020000000.0;-286110000.0;431660000.0;119500000.0;10.73;0.0;0.95;-22.07;7.77;-0.33
EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;10.05;3750000000.0;-6240000000.0;1800000000.0;3000000000.0;32.48;19.48;5120000000.0;3750000000.0;23.46;12.54;9240000000.0;2280000000.0;2700000000.0;-180390000.0;29.16;0.0;5.85;12.38;1.72;0.81
HAGA S/A;1.26;-18470000.0;-21590000.0;7640000.0;7990000.0;27.02;25.81;20750000.0;-18470000.0;-16.61;-3.3;29590000.0;6310000.0;713470000.0;-541310000.0;2.41;0.0;-0.27;1.96;-4.66;0.64
CONSÓRCIO ALFA DE ADMINISTRAÇÃO;9.27;-1530000000.0;-152550000.0;124540000.0;-148950000.0;-4122.59;3447.05;0.0;-1530000000.0;2.6;1.99;3610000.0;44780000.0;61150000.0;-10570000.0;1692.39;0.0;0.52;8.52;17.89;1.09
NEXPE PARTICIPAÇÕES S.A.;5.33;50190000.0;-29760000.0;-102210000.0;104290000.0;77.8;-76.25;55940000.0;50190000.0;129.79;-33.83;134050000.0;-91120000.0;-82350000.0;-3370000.0;-61.43;0.0;-0.11;-0.14;-48.48;-39.18
EMBPAR;15.68;5540000.0;-927870000.0;76420000.0;177580000.0;16.06;6.91;41860000.0;5540000.0;47.33;16.42;1110000000.0;110240000.0;114000000.0;-26440000.0;10.31;0.0;1.72;3.05;9.1;5.14
ELECTRO ACO ALTONA;7.55;100870000.0;-365800000.0;31330000.0;104020000.0;22.14;6.67;108980000.0;100870000.0;14.09;3.67;469820000.0;50310000.0;69840000.0;-3680000.0;14.87;0.0;0.77;5.42;9.86;1.39
ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S/A;2.09;-18360000.0;-1550000.0;2640000.0;25280000.0;94.24;9.83;0.0;-18360000.0;4.24;2.78;26830000.0;1390000.0;216000000.0;-565000000.0;0.81;15.33;2.56;22.53;0.82;0.09
COTEMINAS;9.5;1060000000.0;-1320000000.0;-575220000.0;198390000.0;13.04;-37.82;1360000000.0;1060000000.0;-13.53;-24.72;1520000000.0;-222870000.0;-115180000.0;-14660000.0;-7.57;0.0;0.73;-0.77;12.94;-12.28
AFLUENTE;7.2;226700000.0;-37430000.0;26010000.0;34910000.0;48.25;35.95;234000000.0;226700000.0;4.8;2.47;72350000.0;26870000.0;27040000.0;-3610000.0;37.38;3.65;1.82;17.46;3.96;0.41
GRAZZIOTIN;25.72;-107290000.0;-301020000.0;96480000.0;362860000.0;54.66;14.53;0.0;-107290000.0;5.79;2.9;663870000.0;60240000.0;70090000.0;-11290000.0;10.56;2.48;0.61;5.35;42.12;4.81
BAHEMA;8.79;167310000.0;-218790000.0;-92450000.0;160430000.0;42.87;-24.7;191390000.0;167310000.0;-13.69;-29.4;374220000.0;-31540000.0;18150000.0;-3530000.0;4.85;0.0;3.58;-2.54;2.46;-3.46
TELEBRAS;16.5;-255240000.0;-589020000.0;-3540000.0;-198670000.0;-50.89;-0.91;115100000.0;-255240000.0;2.99;-0.05;390360000.0;53560000.0;300110000.0;0.0;76.88;0.0;0.85;-402.75;19.41;-0.04
COMGÁS;122.99;5580000000.0;-13590000000.0;447160000.0;3610000000.0;20.96;2.6;7680000000.0;5580000000.0;19.15;17.08;17200000000.0;2870000000.0;3410000000.0;-1380000000.0;19.81;9.43;165.28;36.45;0.74;3.37
BAUMER;10.0;-26840000.0;-75990000.0;11010000.0;106630000.0;58.39;6.03;23920000.0;-26840000.0;6.62;2.0;182620000.0;17930000.0;22400000.0;-6930000.0;12.26;2.16;0.69;10.46;14.53;0.96
CELESC;61.76;1440000000.0;-8860000000.0;612580000.0;1390000000.0;13.58;5.98;2470000000.0;1440000000.0;13.46;5.07;10250000000.0;925180000.0;1220000000.0;-161400000.0;11.9;1.53;0.74;3.89;82.99;15.88
RIO PARANAPANEMA;26.68;589060000.0;-798120000.0;338930000.0;625060000.0;43.92;23.82;906320000.0;589060000.0;14.04;4.25;1420000000.0;548030000.0;819990000.0;-130970000.0;57.62;12.04;1.22;7.43;21.86;3.59
CEDRO TÊXTIL;16.0;232150000.0;-923860000.0;40240000.0;295060000.0;24.21;3.3;247520000.0;232150000.0;33.64;7.7;1220000000.0;147580000.0;166420000.0;-13580000.0;13.65;0.0;1.06;8.81;15.08;1.82
BANCO MERCANTIL DO BRASIL;13.47;-1980000000.0;-2070000000.0;222610000.0;2190000000.0;51.41;5.23;0.0;-1980000000.0;15.91;4.17;4250000000.0;261000000.0;0.0;-38390000.0;0.0;5.1;1.01;6.33;13.35;2.13
AMPLA ENERGIA E SERVICOS;15.0;4640000000.0;-6440000000.0;-56890000.0;1350000000.0;17.29;-0.73;5320000000.0;4640000000.0;8.49;-0.27;7780000000.0;948020000.0;1610000000.0;-29910000.0;20.74;0.0;0.66;-63.33;22.86;-0.24
BIOMM;4.15;109730000.0;-102980000.0;-85580000.0;19130000.0;15.67;-70.09;159350000.0;109730000.0;-28.34;-15.77;122100000.0;-78930000.0;-67010000.00000001;-508000000.0;-54.88;0.0;3.06;-4.17;1.36;-0.99
SONDOTECNICA ENGENHARIA SOLOS S.A.;51.01;-32480000.0;-96990000.0;18940000.0;66780000.0;40.78;11.56;0.0;-32480000.0;24.29;7.79;163770000.0;28670000.0;31250000.0;-15150000.0;19.08;0.0;2.25;7.65;22.64;6.67
CONSTRUTORA ADOLPHO LINDENBERG;16.4;49660000.0;-122480000.0;18220000.0;42460000.0;25.75;11.05;61930000.0;49660000.0;25.95;17.95;164930000.0;27010000.0;27280000.0;-3050000.0;16.54;2.72;2.01;3.35;8.16;4.9
BANCO ALFA DE INVESTIMENTO;10.6;-5820000000.0;-2800000000.0;-16770000.0;602430000.0;17.73;-0.49;0.0;-5820000000.0;5.52;-0.24;3400000000.0;155390000.0;0.0;-60620000.0;0.0;1.49;0.55;9.32;19.37;1.14
BICICLETAS MONARK;312.6;-153120000.0;-12800000.0;26860000.0;4660000.0;26.71;153.9;6520000.0;-153120000.0;0.78;3.35;17450000.0;9070000.0;10280000.0;-7470000.0;58.91;18.05;0.72;5.29;435.49;59.07
PETTENATI;11.3;102780000.0;-698160000.0;36800000.0;143000000.0;17.04;4.39;213680000.0;102780000.0;13.6;2.45;839070000.0;86910000.0;101610000.0;-8730000.0;12.11;2.82;1.5;27.36;7.52;0.41
ALPHAVILLE;4.66;959570000.0;-249660000.0;-515290000.0;90960000.0;26.7;-151.28;1100000000.0;959570000.0;-47.28;-31.19;340620000.0;-262870000.0;-257160000.00000003;-12840000.0;-75.5;0.0;-0.26;-0.26;-18.05;-18.03
ALFA HOLDINGS;7.77;-66190000.0;0.0;66390000.0;0.0;0.0;0.0;0.0;-66190000.0;5.49;1.57;0.0;60190000.0;60190000.0;-1580000.0;0.0;0.0;0.62;9.91;12.6;0.78
BANCO NORDESTE DO BRASIL;93.06;-4050000000.0;-4680000000.0;2230000000.0;3950000000.0;45.79;25.87;0.0;-4050000000.0;24.01;6.11;8630000000.0;3750000000.0;0.0;-1380000000.0;0.0;3.81;0.81;3.6;114.18;25.85
ENERGISA MATO GROSSO;64.99;4470000000.0;-4870000000.0;974590000.0;2120000000.0;30.32;13.95;5480000000.0;4470000000.0;17.79;7.66;6990000000.0;1700000000.0;1970000000.0;-150980000.0;28.14;4.78;4.37;14.6;14.87;4.45
BANCO BANESE;27.06;-80320000.0;-753470000.0;61660000.0;417410000.0;35.65;5.27;0.0;-80320000.0;9.94;2.59;1170000000.0;65260000.00000001;85710000.0;5860000.0;7.32;12.68;0.77;7.42;35.35;3.65
DOHLER;7.0;23980000.0;-534090000.00000006;-9380000.0;121350000.0;18.51;-1.43;107020000.0;23980000.0;-1.92;-0.33;655440000.0;-10710000.0;8070000.0;-4740000.0;1.23;0.0;0.76;-56.43;9.24;-0.12
PLASCAR PARTICIPAÇÕES;7.7;285720000.0;-799790000.0;21680000.0;108090000.0;11.91;2.39;292820000.0;285720000.0;12.26;-1.39;907880000.0;54430000.0;95540000.0;58570000.0;10.52;0.0;-0.29;4.41;-26.29;1.74
MUNDIAL S/A;50.94;375700000.0;-501850000.0;912870000.0;307010000.0;37.96;112.86;380430000.0;375700000.0;-34.7;-345.7;808870000.0;103090000.0;98000000.0;294100000.0;12.12;0.0;0.74;0.14;68.57;368.05
BANCO DE BRASILIA S.A.;13.65;-8230000000.0;-4290000000.0;269460000.0;1860000000.0;30.2;4.38;0.0;-8230000000.0;3.45;2.98;6150000000.0;184810000.0;0.0;101770000.0;0.0;0.33;2.06;18.39;6.63;0.74
GENERAL SHOPPING;14.5;1660000000.0;-49060000.0;-18590000.0;105150000.0;68.19;-12.06;1770000000.0;1660000000.0;2.83;-0.58;154200000.0;42840000.0;45070000.0;-14180000.0;29.22;0.0;-0.04;-1.5;-392.36;-9.64
HABITASUL;50.0;155650000.0;-10440000.0;119750000.0;90340000.0;89.64;118.83;246530000.0;155650000.0;16.34;5.81;100780000.0;134930000.0;136450000.0;-989000000.0;135.4;5.8;0.8;3.81;62.76;13.11
JOSAPAR JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES;33.8;651570000.0;-1760000000.0;21830000.0;431650000.0;19.66;0.99;1180000000.0;651570000.0;5.61;0.89;2200000000.0;104380000.0;119780000.0;5900000.0;5.45;2.67;0.63;24.98;53.87;1.35
FINANCEIRA ALFA S.A.;5.7;-6830000000.0;-1480000000.0;-20330000.0;378210000.0;19.34;-1.04;0.0;-6830000000.0;-0.01;-0.48;1960000000.0;592000000.0;0.0;665000000.0;0.0;0.0;0.56;31.55;10.23;0.18
CIA PARTICIPAÇÕES ALIANÇA DA BAHIA;73.67;-111960000.0;-10500000.0;22810000.0;38790000.0;78.72;46.29;114910000.0;-111960000.0;1.82;0.83;49270000.0;16570000.0;21480000.0;-1900000.0;43.58;1.15;1.37;41.5;53.93;1.78
FERBASA;46.69;-714570000.0;-1840000000.0;682640000.0;990950000.0;35.06;24.15;317050000.0;-714570000.0;15.93;5.47;2830000000.0;678630000.0;818140000.0;-115220000.0;28.95;7.01;1.28;6.04;36.46;7.73
CEEE-D;30.01;2510000000.0;-4090000000.0;-300030000.0;836010000.0;15.21;-5.46;3960000000.0;2510000000.0;36.98;-2.7;5490000000.0;405240000.0;564470000.0;1490000.0;10.27;0.0;-0.71;-6.83;-42.07;-4.4
PANATLANTICA;33.0;-84170000.0;-1840000000.0;24470000.0;170520000.0;8.48;1.22;497380000.0;-84170000.0;2.77;0.72;2010000000.0;58850000.0;76440000.0;-21680000.0;3.8;6.39;0.93;32.27;35.33;1.02
METALFRIO SOLUTIONS;51.0;1360000000.0;-1560000000.0;-92170000.0;311350000.0;16.64;-4.93;1510000000.0;1360000000.0;9.49;-7.07;1870000000.0;113380000.0;168750000.0;-10110000.0;9.02;0.0;-0.5;-1.99;-101.49;-25.59
SÃO PAULO TURISMO S.A.;16.59;-32510000.0;-304800000.0;74930000.0;165490000.0;35.19;15.93;4370000.0;-32510000.0;683.72;-105.92;470270000.0;100890000.0;107130000.0;-12370000.0;22.78;0.0;16.53;1.89;1.0;8.77
MRS LOGÍSTICA S.A.;26.5;3250000000.0;-3150000000.0;1050000000.0;2770000000.0;46.74;17.7;4480000000.0;3250000000.0;15.94;4.63;5920000000.0;2110000000.0;3030000000.0;-445040000.0;51.12;2.43;1.5;8.6;17.63;3.08
ESTRELA;12.59;75280000.0;-91920000.0;-64599999.99999999;81920000.0;47.12;-37.16;76230000.0;75280000.0;-2.18;-3.13;173840000.0;10100000.0;12590000.0;0.0;7.24;0.0;-0.19;-1.58;-66.76;-7.99
WLM INDÚSTRIA E COMÉRCIO;39.14;-2310000.0;-1940000000.0;113320000.0;278600000.0;12.56;5.11;155180000.0;-2310000.0;13.8;4.49;2220000000.0;156410000.0;160580000.0;-44810000.0;7.24;1.85;2.18;12.57;17.94;3.11
GRUPO CASAS BAHIA S.A;0.75;7820000000.0;-21280000000.0;-1160000000.0;9410000000.0;30.67;-3.76;8690000000.0;7820000000.0;-4.45;-5.64;30700000000.0;561000000.0;1670000000.0;1150000000.0;5.43;0.0;0.39;-1.54;1.94;-0.49
MONTEIRO ARANHA S.A.;398.99;-248660000.0;0.0;1320000000.0;0.0;0.0;0.0;876850000.0;-248660000.0;39.32;29.59;0.0;1170000000.0;962020000.0;216780000.0;0.0;0.45;3.14;5.9;127.0;67.59
DTCOM - DIRECT TO COMPANY S.A.;5.06;-23000000.0;-8490000.0;1920000.0;1060000.0;11.13;20.09;1080000.0;-23000000.0;147.4;-58.23;9560000.0;1050000.0;1090000.0;0.0;11.44;0.0;-153.05;29.34;-0.03;0.17
BANCO MERCANTIL DE INVESTIMENTOS;23.92;-2440000.0;-16480000.0;9370000.0;22400000.0;57.62;24.11;0.0;-2440000.0;6.83;1.75;38870000.0;11990000.0;0.0;-2780000.0;0.0;0.0;0.86;12.31;27.95;1.94
NORDON INDUSTRIAS METALÚRGICAS S.A.;5.5;37930000.0;-136000000.0;-7640000.0;1860000.0;93.09;-382.32;37950000.0;37930000.0;-3.89;-1.24;2000000.0;4600000.0;-142000000.0;0.0;-7.11;0.0;-0.23;-4.77;-23.6;-1.15
CIA SEGUROS ALIANÇA DA BAHIA;33.5;-60520000.0;-719000000.0;16239999.999999998;-281000000.0;-64.16;3707.08;0.0;-60520000.0;4.39;2.08;438000000.0;9290000.0;-6240000.0;311000000.0;-1424.66;1.8;1.26;15.85;26.65;2.11
WETZEL;13.3;71730000.0;-245180000.0;24880000.0;44400000.0;15.33;8.59;72110000.0;71730000.0;-27.37;-48.82;289580000.0;4440000.0;8780000.0;20900000.0;3.03;0.0;-2.29;0.89;-5.81;14.95
EDP - ENERGIAS DO BRASIL S.A.;24.08;9990000000.0;-12300000000.0;593220000.0;5210000000.0;29.74;3.39;12230000000.0;9990000000.0;9.02;1.34;17500000000.0;2790000000.0;4160000000.0;-715080000.0;23.77;5.9;1.3;36.67;18.49;0.66
METISA;46.89;-93920000.0;-502710000.0;94530000.0;223530000.0;30.78;13.02;35750000.0;-93920000.0;18.07;6.01;726240000.0;111800000.0;123150000.0;-29890000.0;16.96;5.51;0.99;4.36;47.51;10.75
BOA VISTA;7.98;-1140000000.0;-371460000.0;285540000.0;483120000.0;56.53;33.41;8430000.0;-1140000000.0;4.94;3.19;854580000.0;175510000.0;365060000.0;-61630000.0;42.72;3.18;1.84;14.81;4.34;0.54
CIA CELG DE PARTICIPAÇÕES;45.0;-171540000.0;-309390000.0;21590000.0;218490000.0;41.39;4.09;1690000.0;-171540000.0;5.03;0.54;527870000.0;48050000.0;104280000.0;-11740000.0;19.75;0.0;4.98;166.17;9.04;0.27
MODAL MAIS;2.72;-796570000.0;-653140000.0;-72840000.0;675060000.0;50.83;-5.48;0.0;-796570000.0;-10.73;-1.42;1330000000.0;-67870000.0;0.0;60300000.0;0.0;0.0;1.6;-26.3;1.7;-0.1
KARSTEN;18.0;479900000.0;-392440000.0;28480000.0;246410000.0;38.57;4.46;535570000.00000006;479900000.0;13.22;-4.77;638850000.0;55760000.0;62830000.0;-2620000.0;9.84;0.0;-0.84;3.92;-21.54;4.59
MERCANTIL DO BRASIL FINANCEIRA;15.28;-16239999.999999998;-14060000.0;-3600000.0;33610000.0;70.51;-7.54;0.0;-16239999.999999998;-3.01;-0.36;47660000.0;-5330000.0;0.0;-2150000.0;0.0;0.0;1.11;-76.53;13.81;-0.2
CIA DISTRIBUIDORA DE GÁS DO RJ;85.0;710960000.0;-4610000000.0;337080000.0;1530000000.0;24.88;5.49;1200000000.0;710960000.0;32.13;7.01;6140000000.0;921720000.0;1070000000.0;-150270000.0;17.37;1.2;18.43;65.47;4.61;1.3
CEMEPE INVESTIMENTOS S.A.;30.05;0.0;0.0;-88000000.0;0.0;0.0;0.0;0.0;0.0;3.8;-0.36;0.0;-236000000.0;-36000000.0;0.0;0.0;0.0;-4.45;-313.79;-6.75;-0.1
CR2 EMPREENDIMENTOS;16.0;-3970000.0;-2300000.0;-9020000.0;298000000.0;11.47;-347.17;0.0;-3970000.0;-11.37;-2.46;2600000.0;-9870000.0;-7960000.0;-147000000.0;-306.51;0.0;0.44;-4.42;36.37;-3.62
IGB ELETRÔNICA S/A;175.99;246620000.0;0.0;391240000.0;7270000.0;100.0;5381.57;352010000.0;246620000.0;-146.76;-10.26;7270000.0;438720000.0;2340000.0;0.0;32.24;0.0;-0.34;0.56;-520.56;312.87
INSTITUTO HERMES PARDINI S.A;20.25;183720000.0;-1550000000.0;147380000.0;557220000.0;26.45;7.0;541330000.0;183720000.0;14.8;3.78;2110000000.0;280310000.0;438050000.0;-49380000.0;20.8;11.28;5.3;36.76;3.82;0.55
CASAN;9.61;1670000000.0;-890030000.0;89820000.0;665190000.0;42.77;5.78;1750000000.0;1670000000.0;6.49;1.19;1560000000.0;286110000.0;437660000.0;-46170000.0;28.14;0.0;4.69;101.61;2.05;0.09
EDITORA MELHORAMENTOS;46.19;99440000.0;-126870000.0;16700000.0;75540000.0;37.32;8.25;148840000.0;99440000.0;2.27;0.51;202410000.0;27550000.0;34360000.0;5400000.0;16.97;0.12;0.36;17.72;128.8;2.61
BR MALLS;8.26;1830000000.0;-161030000.0;680610000.0;1310000000.0;89.05;46.28;2810000000.0;1830000000.0;6.28;1.53;1470000000.0;970120000.0;932230000.0;86580000.0;63.39;0.0;0.61;10.91;13.58;0.76
DOMMO ENERGIA;1.76;-77490000.0;-151200000.0;-3670000.0;181360000.0;54.53;-1.1;0.0;-77490000.0;-4.91;-0.35;332560000.0;27150000.0;15790000.0;0.0;4.75;0.0;-1.72;-258.65;-1.03;-0.01
GETNET ADQUIRENCIA E SERVIÇOS S.A.;2.4;608830000.0;-1960000000.0;591320000.0;1390000000.0;41.43;17.64;1240000000.0;608830000.0;10.57;4.27;3350000000.0;617100000.0;943420000.0;-104140000.0;28.14;0.0;1.24;7.55;1.94;0.32
SUL AMÉRICA;7.43;-13910000000.0;-21000000000.0;181170000.0;931140000.0;4.25;0.83;3060000000.0;-13910000000.0;-8.72;1.09;21930000000.0;-733160000.0;-572210000.0;263370000.0;-2.61;0.27;1.13;52.32;6.55;0.14
CELPE;43.0;6970000000.0;-6630000000.0;78000000.0;1640000000.0;19.79;0.94;7890000000.0;6970000000.0;10.41;1.28;8270000000.0;994000000.0;1380000000.0;-14000000.0;16.72;1.39;2.1;41.13;20.47;1.05
TECNOSOLO ENGENHARIA;1.2;33820000.0;0.0;-1160000.0;0.0;0.0;0.0;33830000.0;33820000.0;-3.52;-122.3;0.0;-1160000.0;0.0;0.0;0.0;0.0;-8.4;-6.87;-0.14;-0.17
BLUE TECH SOLUTIONS E.Q.I. S.A.;5.14;0.0;0.0;-4670000.0;0.0;0.0;0.0;0.0;0.0;-7.53;-4.1;0.0;-4260000.0;0.0;0.0;0.0;0.0;0.46;-5.62;11.09;-0.92
SCHULZ;7.51;51470000.0;-1520000000.0;317400000.0;603650000.0;28.44;14.95;703250000.0;51470000.0;19.47;7.05;2120000000.0;409380000.0;470570000.0;-39700000.0;22.17;4.01;2.24;8.46;3.35;0.89
INVESTIMENTOS BEMGE S.A.;0.0;-2000000.0;0.0;8790000.0;19220000.0;100.0;45.72;0.0;-2000000.0;9.89;1.46;19220000.0;18030000.0;0.0;-2760000.0;0.0;0.0;0.0;0.0;65.34;3.72
FINANSINOS S.A. - CREDITO FINANC. E INVEST.;14.25;-83000000.0;-293000000.0;4920000.0;3420000.0;92.18;132.59;0.0;-83000000.0;-8.66;8.92;3710000.0;365000000.0;380000000.0;1550000.0;10.24;0.0;0.96;2.65;14.92;5.38
TEKA;8.23;508840000.0;-221820000.0;-156810000.0;48440000.0;17.92;-58.02;509030000.0;508840000.0;7.54;-2.06;270260000.0;-106980000.0;-102450000.0;1850000.0;-37.91;0.0;0.0;-0.03;-3881.88;-311.64
HERCULES S.A. FABRICA DE TALHERES;96.0;324580000.0;0.0;205650000.0;3330000.0;100.0;6168.36;324580000.0;324580000.0;391.44;-12.76;3330000.0;2210000.0;1480000.0;107170000.0;44.33;0.0;-0.14;0.24;-689.0;403.23
LOCAMERICA;24.15;19470000000.0;-4890000000.0;327650000.0;2720000000.0;35.76;4.3;20160000000.0;19470000000.0;6.33;1.28;7620000000.0;2080000000.0;3200000000.0;-358710000.0;41.98;0.0;1.74;37.5;13.87;0.64
BANCO INTER;3.49;0.0;-361540000.0;-27300000.0;362090000.0;50.04;-3.77;0.0;0.0;-2.03;-0.11;723640000.0;-98570000.0;0.0;71270000.0;0.0;0.0;1.08;864.53;3.22;0.0
CEEE-GT;294.77;1260000000.0;-543890000.0;657840000.0;829730000.0;60.27;47.79;1650000000.0;1260000000.0;25.37;10.37;1380000000.0;1080000000.0;1100000000.0;-307040000.0;79.81;0.0;2.02;3.41;146.02;86.49
BRASIL BROKERS;0.8;-30230000.0;-48900000.0;-78210000.0;69920000.0;58.85;-65.82;0.0;-30230000.0;-309.28;-157.15;118820000.0;-63500000.0;-65280000.0;-353000000.0;-54.94;0.0;5.14;-1.36;0.16;-0.59
CESP;25.0;-2870000000.0;718440000.0;424710000.0;658670000.0;35.77;23.06;2270000000.0;-2870000000.0;9.05;1.14;1840000000.0;1100000000.0;-1270000000.0;-82100000.0;-68.71;0.0;0.91;2.85;27.56;8.77
